Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,USG%,TS%,PTS_per_TSA,FT_rate,3P_rate,AST_TO,TOV%,TRB%_approx,STL_per_min,BLK_per_min,STL%,BLK%,Raw_EFF,PF_per_min,Load,Creation_proxy,PTS_log,AST_log,TRB_log,STL_log,BLK_log,TOV_log
Neemias Queta,24.0,28.0,0.0,11.9,2.4,3.7,0.644,0.0,0.0,,2.4,3.7,0.644,0.644,0.7,1.0,0.714,1.9,2.5,4.4,0.7,0.5,0.8,0.5,1.8,5.5,2024,38.9915638726354,0.6642496032618278,1.3284992065236556,0.27026953981205454,0.0,1.399972000559989,10.775838845174903,36.97475884474047,0.0420167714144778,0.06722683426316449,4.201677141447781,6.722683426316449,0.8235287197237648,0.1512603770921201,5.340000000000001,0.41500000000000004,1.8718021769015913,0.5306282510621704,1.6863989535702288,0.4054651081081644,0.5877866649021191,0.4054651081081644
Neemias Queta,23.0,5.0,0.0,5.8,1.2,1.8,0.667,0.0,0.0,,1.2,1.8,0.667,0.667,0.0,0.4,0.0,1.0,1.2,2.2,0.2,0.0,0.4,0.2,1.4,2.4,2023,37.517176694522945,0.6072843760912141,1.2145687521824282,0.22222098766117965,0.0,0.999950002499875,9.19113423191989,37.930969084536066,0.0,0.06896539833552012,0.0,6.896539833552012,0.689653983355201,0.2413788941743204,2.3760000000000003,0.16,1.2237754316221157,0.18232155679395465,1.1631508098056809,0.0,0.33647223662121295,0.18232155679395465
Nemanja Bjelica,33.0,71.0,0.0,16.1,2.3,4.8,0.468,0.8,2.1,0.362,1.5,2.7,0.549,0.547,0.8,1.1,0.728,0.9,3.3,4.1,2.2,0.6,0.4,1.2,1.8,6.1,2022,40.27326691101434,0.5772131392635518,1.1544262785271036,0.2291661892371058,0.4374990885435656,1.8333180556828694,18.507065843513505,25.46582269203559,0.03726705759810087,0.02484470506540058,3.726705759810087,2.484470506540058,0.5838505690369136,0.11180117279430261,8.684,0.7450000000000001,1.9600947840472698,1.1631508098056809,1.62924053973028,0.4700036292457355,0.33647223662121295,0.7884573603642702
Nemanja Bjelica,32.0,37.0,3.0,16.1,2.4,5.3,0.454,0.7,2.3,0.318,1.7,3.0,0.559,0.523,1.0,1.4,0.725,0.8,2.6,3.4,1.9,0.4,0.1,0.9,1.8,6.5,2021,42.33537743144259,0.54935674550922,1.09871349101844,0.2641504449991604,0.4339614453557635,2.1110876545816155,13.20420597974475,21.11799930559049,0.02484470506540058,0.006211176266350145,2.484470506540058,0.6211176266350145,0.5031052775743617,0.11180117279430261,8.716,0.7050000000000001,2.0149030205422647,1.0647107369924282,1.4816045409242156,0.33647223662121295,0.09531017980432487,0.6418538861723948
Nerlens Noel,28.0,17.0,4.0,11.5,0.8,2.1,0.361,0.1,0.1,0.5,0.7,2.0,0.353,0.375,0.5,0.7,0.667,0.6,2.1,2.7,0.6,0.9,0.6,0.8,1.9,2.1,2023,27.895627916845292,0.4360447008110432,0.8720894016220864,0.33333174603930454,0.047618820862757795,0.7499906251171861,24.937578124756467,23.478240453703954,0.07826080151234652,0.05217386767489767,7.826080151234652,5.217386767489767,0.39999965217421557,0.16521724763717596,3.808,0.225,1.1314021114911006,0.4700036292457355,1.308332819650179,0.6418538861723948,0.4700036292457355,0.5877866649021191
Nerlens Noel,26.0,64.0,41.0,24.2,2.1,3.5,0.614,0.0,0.0,0.0,2.1,3.4,0.623,0.614,0.8,1.1,0.714,2.2,4.2,6.4,0.7,1.1,2.2,1.0,2.8,5.1,2021,20.59503281196991,0.6400586343909779,1.2801172687819558,0.3142848163290962,0.0,0.6999930000699992,20.064165200310594,26.446270063524768,0.0454545266716832,0.0909090533433664,4.54545266716832,9.09090533433664,0.5289254012704954,0.11570243152792085,5.684,0.395,1.8082887711792655,0.5306282510621704,2.0014800002101243,0.7419373447293773,1.1631508098056809,0.6931471805599453
Nerlens Noel,27.0,25.0,11.0,22.5,1.3,2.4,0.533,0.0,0.1,0.0,1.3,2.3,0.561,0.533,0.8,1.2,0.7,1.9,3.7,5.6,0.9,1.2,1.2,0.8,2.7,3.4,2022,16.568881524941542,0.5805991099757173,1.1611982199514346,0.49999791667534715,0.04166649305627893,1.1249859376757791,21.459169905660126,24.88887782716541,0.05333330962964016,0.05333330962964016,5.333330962964016,5.333330962964016,0.44444424691366796,0.11999994666669038,4.628,0.35000000000000003,1.4816045409242156,0.6418538861723948,1.8870696490323797,0.7884573603642702,0.7884573603642702,0.5877866649021191
Nic Claxton,21.0,32.0,1.0,18.6,2.8,4.5,0.621,0.0,0.2,0.2,2.8,4.4,0.636,0.624,1.0,2.0,0.484,1.3,3.8,5.2,0.9,0.7,1.3,0.6,2.1,6.6,2021,32.15052034918261,0.6133817595134582,1.2267635190269164,0.4444434567923183,0.04444434567923183,1.4999750004166599,10.033428037745757,27.95697421668053,0.0376343883686084,0.06989243554170133,3.76343883686084,6.989243554170132,0.6129028962887654,0.11290316510582521,6.88,0.51,2.028148247292285,0.6418538861723948,1.824549292051046,0.5306282510621704,0.832909122935104,0.4700036292457355
Nic Claxton,24.0,71.0,71.0,29.8,5.2,8.2,0.629,0.0,0.1,0.2,5.1,8.1,0.633,0.63,1.5,2.8,0.551,2.7,7.2,9.9,2.1,0.6,2.1,1.3,2.5,11.8,2024,36.01341073375478,0.6255294470637756,1.2510588941275511,0.34146299821585585,0.01219510707913771,1.6153721894446964,12.11329471366501,33.22146536192437,0.020134221431469316,0.07046977501014262,2.013422143146932,7.046977501014261,0.7013420465295148,0.08389258929778882,12.831999999999999,1.0100000000000002,2.5494451709255714,1.1314021114911006,2.388762789235098,0.4700036292457355,1.1314021114911006,0.832909122935104
Nic Claxton,22.0,47.0,19.0,20.7,3.8,5.6,0.674,0.0,0.0,,3.8,5.6,0.674,0.674,1.1,2.0,0.581,1.9,3.7,5.6,0.9,0.5,1.1,0.8,2.3,8.7,2022,35.169065135717325,0.6712952603468205,1.342590520693641,0.357142219388894,0.0,1.1249859376757791,10.98899589423641,27.05312702747487,0.02415457770310256,0.053140070946825636,2.415457770310256,5.314007094682564,0.6425117669025281,0.11111105743427177,8.18,0.615,2.272125885509337,0.6418538861723948,1.8870696490323797,0.4054651081081644,0.7419373447293773,0.5877866649021191
Nic Claxton,23.0,76.0,76.0,29.9,5.4,7.7,0.705,0.0,0.0,0.0,5.4,7.7,0.708,0.705,1.8,3.2,0.541,2.4,6.8,9.2,1.9,0.9,2.5,1.3,2.8,12.6,2023,34.80935290657094,0.6916988453021022,1.3833976906042045,0.4155838758650963,0.0,1.461527219021392,12.490380005399686,30.76922047852158,0.030100324381162415,0.0836120121698956,3.0100324381162418,8.36120121698956,0.7391301875818769,0.09364545363028307,12.308000000000002,1.01,2.6100697927420065,1.0647107369924282,2.322387720290225,0.6418538861723948,1.252762968495368,0.832909122935104
Nick Richards,24.0,50.0,5.0,7.3,1.2,1.8,0.667,0.0,0.0,,1.2,1.8,0.667,0.667,0.6,0.9,0.698,0.7,1.0,1.7,0.3,0.2,0.4,0.5,1.0,3.0,2022,36.931456258279105,0.6830569988296956,1.3661139976593912,0.4999972222376542,0.0,0.5999880002399952,18.54592527475788,23.287639332000918,0.027397222743530493,0.054794445487060986,2.739722274353049,5.479444548706098,0.5753416776141403,0.13698611371765246,2.996,0.21000000000000002,1.3862943611198906,0.26236426446749106,0.9932517730102833,0.18232155679395465,0.33647223662121295,0.4054651081081644
Nick Richards,26.0,67.0,51.0,26.3,3.9,5.6,0.691,0.0,0.0,0.0,3.9,5.6,0.693,0.691,2.0,2.7,0.737,2.6,5.5,8.0,0.8,0.4,1.1,1.1,2.6,9.7,2024,29.992384033314053,0.7144951171256376,1.4289902342512752,0.4821419961750069,0.0,0.7272661157625839,13.945215586694239,30.418239384699852,0.015209119692349927,0.0418250791539623,1.5209119692349926,4.18250791539623,0.6273761873094345,0.09885927800027453,8.688,0.645,2.3702437414678603,0.5877866649021191,2.1972245773362196,0.33647223662121295,0.7419373447293773,0.7419373447293773
Nick Richards,25.0,65.0,9.0,18.7,3.0,4.8,0.629,0.0,0.0,1.0,3.0,4.8,0.628,0.631,2.1,2.8,0.749,2.3,4.1,6.4,0.6,0.2,1.1,0.9,2.4,8.2,2023,37.0694988933161,0.6797070959762997,1.3594141919525995,0.5833321180580874,0.0,0.6666592593415629,12.983247283255507,34.224580628566514,0.010695181446427036,0.0588234979553487,1.0695181446427036,5.88234979553487,0.7005343847409707,0.12834217735712442,7.532,0.53,2.2192034840549946,0.4700036292457355,2.0014800002101243,0.18232155679395465,0.7419373447293773,0.6418538861723948
Nick Richards,23.0,18.0,0.0,3.5,0.2,0.5,0.444,0.0,0.1,0.0,0.2,0.4,0.5,0.444,0.4,0.6,0.636,0.2,0.4,0.6,0.1,0.0,0.0,0.2,0.4,0.8,2021,27.542778449204427,0.5235533566314577,1.0471067132629155,1.1999760004799904,0.19999600007999843,0.4999750012499375,20.74667275235734,17.142808163405245,0.0,0.0,0.0,0.0,0.22857077551206997,0.11428538775603499,1.064,0.06000000000000001,0.5877866649021191,0.09531017980432487,0.4700036292457355,0.0,0.0,0.18232155679395465
Nick Smith Jr.,19.0,51.0,0.0,14.3,2.2,5.7,0.391,1.2,2.9,0.432,1.0,2.8,0.35,0.5,0.3,0.3,0.867,0.4,1.1,1.4,1.2,0.2,0.1,0.8,1.1,5.9,2024,46.37758994574129,0.5058290366443131,1.0116580732886262,0.052631486611427,0.5087710372437944,1.4999812502343721,12.062707987472878,9.790202943914025,0.013986004205591466,0.006993002102795733,1.3986004205591465,0.6993002102795732,0.3146850946258079,0.07692302313075305,7.832,0.535,1.9315214116032138,0.7884573603642702,0.8754687373538999,0.18232155679395465,0.09531017980432487,0.5877866649021191
Nickeil Alexander-Walker,22.0,46.0,13.0,21.9,4.2,10.0,0.419,1.7,4.8,0.347,2.5,5.2,0.485,0.502,1.0,1.4,0.727,0.3,2.8,3.1,2.2,1.0,0.5,1.5,1.9,11.0,2021,55.324175651061346,0.5180854200401093,1.0361708400802185,0.13999986000014,0.47999952000048,1.4666568889540736,12.380313320969528,14.155244677970467,0.04566207960635635,0.022831039803178174,4.5662079606356345,2.2831039803178172,0.4611870040241991,0.08675795125207705,14.315999999999999,0.9900000000000001,2.4849066497880004,1.1631508098056809,1.410986973710262,0.6931471805599453,0.4054651081081644,0.9162907318741551
Nickeil Alexander-Walker,24.0,59.0,3.0,15.0,2.2,5.0,0.444,1.0,2.7,0.384,1.2,2.3,0.515,0.547,0.7,1.0,0.667,0.3,1.5,1.7,1.8,0.5,0.4,0.9,1.5,6.2,2023,42.26663848890768,0.5698518936546073,1.1397037873092146,0.19999960000080003,0.5399989200021601,1.9999777780246888,14.195561205739422,11.333325777782814,0.033333311111125925,0.026666648888900742,3.3333311111125927,2.6666648888900744,0.43999970666686233,0.09999993333337778,8.14,0.6700000000000002,1.9740810260220096,1.0296194171811583,0.9932517730102833,0.4054651081081644,0.33647223662121295,0.6418538861723948
Nickeil Alexander-Walker,25.0,82.0,20.0,23.4,2.9,6.6,0.439,1.6,4.1,0.391,1.3,2.5,0.517,0.56,0.6,0.8,0.8,0.4,1.6,2.0,2.5,0.8,0.5,0.9,1.7,8.0,2024,33.55554121558068,0.5753731654586228,1.1507463309172457,0.12121193755767039,0.6212111799830606,2.7777469139231785,11.462033288291789,8.547004894442354,0.034188019577769416,0.021367512236105883,3.4188019577769415,2.1367512236105886,0.38461522024990596,0.07264954160276,10.352,0.9,2.1972245773362196,1.252762968495368,1.0986122886681098,0.5877866649021191,0.4054651081081644,0.6418538861723948
Nickeil Alexander-Walker,23.0,65.0,21.0,22.6,3.9,10.5,0.372,1.6,5.2,0.311,2.3,5.3,0.433,0.449,1.2,1.7,0.743,0.6,2.3,2.9,2.4,0.7,0.4,1.4,1.6,10.6,2022,55.96457700682433,0.4711944601756222,0.9423889203512444,0.16190460770989742,0.49523762358321566,1.714273469475218,11.068934954985014,12.831852729268704,0.03097343762237273,0.01769910721278442,3.0973437622372733,1.7699107212784417,0.3761060282716689,0.07079642885113768,15.048,1.01,2.451005098112319,1.2237754316221157,1.3609765531356006,0.5306282510621704,0.33647223662121295,0.8754687373538999
Nico Mannion,19.0,30.0,1.0,12.1,1.3,3.8,0.342,0.7,2.0,0.367,0.6,1.8,0.315,0.439,0.8,0.9,0.821,0.2,1.3,1.5,2.3,0.5,0.0,1.0,1.0,4.1,2021,42.94211327098077,0.48855936949625955,0.9771187389925191,0.23684148199610003,0.5263144044357778,2.2999770002299975,19.245536478952122,12.39668396968267,0.04132227989894224,0.0,4.132227989894224,0.0,0.39669388702984537,0.08264455979788447,7.4959999999999996,0.6649999999999999,1.62924053973028,1.1939224684724346,0.9162907318741551,0.4054651081081644,0.0,0.6931471805599453
Nicolas Batum,32.0,67.0,38.0,27.4,2.9,6.1,0.464,1.6,4.1,0.404,1.2,2.1,0.579,0.597,0.7,0.9,0.828,0.7,4.0,4.7,2.2,1.0,0.6,0.8,1.5,8.1,2021,26.627727508128647,0.6234596313737202,1.2469192627474404,0.14754074173648898,0.6721300456884497,2.7499656254296823,10.96489725205969,17.15327841121226,0.03649633704513247,0.02189780222707948,3.649633704513247,2.189780222707948,0.45255457935964266,0.0547445055676987,9.496,0.8450000000000001,2.2082744135228043,1.1631508098056809,1.7404661748405046,0.6931471805599453,0.4700036292457355,0.5877866649021191
Nicolas Batum,33.0,59.0,54.0,24.8,3.0,6.6,0.463,1.8,4.6,0.4,1.2,2.0,0.607,0.602,0.4,0.6,0.658,0.5,3.8,4.3,1.7,1.0,0.7,0.7,1.4,8.3,2022,30.49998770161786,0.6046028487720736,1.2092056975441472,0.09090895316825279,0.6969686409566046,2.4285367351894975,9.254350536289614,17.338702686006982,0.04032256438606275,0.02822579507024392,4.032256438606275,2.8225795070243924,0.46370949043972165,0.05645159014048784,9.264,0.7550000000000001,2.2300144001592104,0.9932517730102833,1.667706820558076,0.6931471805599453,0.5306282510621704,0.5306282510621704
Nicolas Batum,35.0,60.0,38.0,25.5,1.9,4.3,0.453,1.2,3.1,0.395,0.7,1.2,0.606,0.596,0.3,0.4,0.714,1.2,3.0,4.1,2.1,0.8,0.6,0.7,1.8,5.3,2024,20.29803125567402,0.5920451473522177,1.1840902947044354,0.09302303948130355,0.7209285559801025,2.9999571434693797,13.523930595188187,16.078425067284286,0.03137253671665227,0.0235294025374892,3.137253671665227,2.3529402537489204,0.38039200768940873,0.0705882076124676,7.276000000000001,0.685,1.840549633397487,1.1314021114911006,1.62924053973028,0.5877866649021191,0.4700036292457355,0.5306282510621704
Nicolas Batum,34.0,78.0,19.0,21.9,2.1,4.9,0.42,1.6,4.1,0.391,0.5,0.8,0.563,0.583,0.4,0.6,0.708,0.8,3.0,3.8,1.6,0.7,0.6,0.6,1.9,6.1,2023,26.3196226851038,0.5906262768662337,1.1812525537324674,0.12244872969647,0.8367329862592117,2.666622222962951,10.40941983098572,17.351590250415413,0.03196345572444944,0.027397247763813807,3.1963455724449443,2.739724776381381,0.4200911323784783,0.08675795125207705,7.364000000000001,0.625,1.9600947840472698,0.9555114450274363,1.5686159179138452,0.5306282510621704,0.4700036292457355,0.4700036292457355
Nicolò Melli,30.0,45.0,4.0,12.6,1.0,3.1,0.326,0.5,1.9,0.271,0.5,1.2,0.411,0.408,0.4,0.6,0.76,0.6,2.1,2.7,1.0,0.3,0.1,0.3,1.3,3.0,2021,29.07934200052222,0.44589641529008534,0.8917928305801707,0.19354776274915242,0.6129012487056493,3.3332222259258026,8.187750579283353,21.428554421782206,0.02380950491309134,0.007936501637697114,2.380950491309134,0.7936501637697113,0.3571425736963701,0.10317452129006248,4.664,0.35000000000000003,1.3862943611198906,0.6931471805599453,1.308332819650179,0.26236426446749106,0.09531017980432487,0.26236426446749106
Nik Stauskas,28.0,8.0,0.0,4.9,0.6,1.8,0.357,0.5,1.3,0.4,0.1,0.5,0.25,0.5,0.5,0.8,0.667,0.1,0.3,0.4,0.3,0.0,0.0,0.1,0.1,2.3,2022,45.95908987940841,0.5343841339027234,1.0687682678054469,0.4444419753223593,0.7222182098988339,2.9997000299970003,4.440477617772567,8.163248646431335,0.0,0.0,0.0,0.0,0.28571370262509654,0.020408121616078335,2.552,0.175,1.1939224684724346,0.26236426446749106,0.33647223662121295,0.0,0.0,0.09531017980432487
Nikola Jokić,27.0,69.0,69.0,33.7,9.4,14.8,0.632,0.8,2.2,0.383,8.5,12.7,0.675,0.66,4.9,6.0,0.822,2.4,9.4,11.8,9.8,1.3,0.7,3.6,2.5,24.5,2023,62.43321589518816,0.7024078541239368,1.4048157082478736,0.40540513148301927,0.1486485482104404,2.722214660514832,17.1102580274439,35.01482640509602,0.038575656209004085,0.020771507189463738,3.8575656209004086,2.077150718946374,1.1275961045708884,0.07418395424808479,30.840000000000003,3.1850000000000005,3.2386784521643803,2.379546134130174,2.5494451709255714,0.832909122935104,0.5306282510621704,1.5260563034950494
Nikola Jokić,26.0,74.0,74.0,33.5,10.3,17.7,0.583,1.3,3.9,0.337,9.0,13.8,0.652,0.62,5.1,6.3,0.81,2.8,11.0,13.8,7.9,1.5,0.9,3.8,2.6,27.1,2022,72.45370971531052,0.6618793171750113,1.3237586343500225,0.3559320022983038,0.22033885856561664,2.0789418975213225,15.655893352054488,41.194017554024605,0.04477610603698327,0.02686566362218996,4.477610603698327,2.686566362218996,1.1582086094899673,0.07761191713077101,32.172,2.9350000000000005,3.3357695763397,2.186051276738094,2.6946271807700692,0.9162907318741551,0.6418538861723948,1.5686159179138452
Nikola Jokić,28.0,79.0,79.0,34.6,10.4,17.9,0.583,1.1,2.9,0.359,9.4,14.9,0.626,0.612,4.5,5.5,0.817,2.8,9.5,12.4,9.0,1.4,0.9,3.0,2.5,26.4,2024,67.39882445120679,0.6496059795246163,1.2992119590492326,0.30726239817743123,0.16201108267537281,2.9999900000333333,12.864488480064974,35.83813993117342,0.040462416051324834,0.02601155317585168,4.046241605132484,2.601155317585168,1.1156066139865275,0.07225431437736578,32.32,3.12,3.3105430133940246,2.302585092994046,2.5952547069568657,0.8754687373538999,0.6418538861723948,1.3862943611198906
Nikola Jokić,25.0,72.0,72.0,34.6,10.2,18.0,0.566,1.3,3.3,0.388,8.9,14.7,0.606,0.602,4.8,5.5,0.868,2.8,8.0,10.8,8.3,1.3,0.7,3.1,2.7,26.4,2021,67.97685896622573,0.6464247568928712,1.2928495137857423,0.3055553858025635,0.18333323148153807,2.677410718029942,13.18026650498873,31.213863811022016,0.037572243476230206,0.020231208025662417,3.7572243476230205,2.023120802566242,1.0375719544589725,0.07803465952755505,31.820000000000004,2.9800000000000004,3.3105430133940246,2.2300144001592104,2.468099531471619,0.832909122935104,0.5306282510621704,1.410986973710262
Nikola Jović,20.0,46.0,38.0,19.5,2.8,6.1,0.452,1.4,3.5,0.399,1.3,2.6,0.525,0.568,0.7,1.0,0.702,0.5,3.6,4.2,2.0,0.5,0.3,0.9,1.8,7.7,2024,38.15382658778124,0.5886841151619034,1.1773682303238069,0.16393415748498774,0.5737695511974571,2.222197531138543,12.096757934465142,21.53845049310231,0.025641012491788465,0.01538460749507308,2.5641012491788464,1.538460749507308,0.5230766548324848,0.09230764497043847,9.44,0.785,2.1633230256605382,1.0986122886681098,1.6486586255873816,0.4054651081081644,0.26236426446749106,0.6418538861723948
Nikola Jović,19.0,15.0,8.0,13.6,1.9,4.6,0.406,0.5,2.3,0.229,1.3,2.3,0.588,0.464,1.2,1.3,0.947,0.6,1.5,2.1,0.7,0.5,0.1,0.7,1.3,5.5,2023,43.1764388408538,0.5317081753515559,1.0634163507031118,0.2826080812867799,0.49999891304584126,0.9999857144897931,11.920960625067057,15.441165116790357,0.03676467884950085,0.00735293576990017,3.676467884950085,0.735293576990017,0.39705853157460913,0.09558816500870221,6.572,0.41500000000000004,1.8718021769015913,0.5306282510621704,1.1314021114911006,0.4054651081081644,0.09531017980432487,0.5306282510621704
Nikola Vučević,33.0,76.0,74.0,34.3,7.7,15.9,0.484,1.2,4.1,0.294,6.5,11.8,0.55,0.522,1.4,1.7,0.822,2.8,7.8,10.5,3.3,0.7,0.8,1.6,2.5,18.0,2024,53.20115067021847,0.5406051534087257,1.0812103068174514,0.10691817174957752,0.2578614730430987,2.0624871094555655,8.768079368654444,30.612235973109044,0.020408157315406027,0.023323608360464036,2.040815731540603,2.3323608360464037,0.6763846424534569,0.07288627612645011,21.548000000000002,1.56,2.9444389791664403,1.4586150226995167,2.4423470353692043,0.5306282510621704,0.5877866649021191,0.9555114450274363
Nikola Vučević,30.0,70.0,70.0,33.5,9.5,19.9,0.477,2.5,6.3,0.4,7.0,13.7,0.513,0.54,1.9,2.2,0.84,2.1,9.6,11.7,3.8,0.9,0.7,1.8,2.0,23.4,2021,67.6656514430891,0.560666781355769,1.121333562711538,0.11055270826497074,0.3165827554860525,2.1110993827812066,7.94070586699053,34.92536270884695,0.02686566362218996,0.02089551615059219,2.686566362218996,2.0895516150592193,0.8358206460236874,0.05970147471597769,26.468,1.93,3.1945831322991562,1.5686159179138452,2.5416019934645457,0.6418538861723948,0.5306282510621704,1.0296194171811583
Nikola Vučević,32.0,82.0,82.0,33.5,7.3,14.0,0.52,1.5,4.2,0.349,5.8,9.8,0.594,0.573,1.6,1.9,0.835,1.9,9.1,11.0,3.2,0.7,0.7,1.7,2.2,17.6,2023,49.36117929517036,0.5931513931306329,1.1863027862612658,0.13571418877557945,0.2999997857144388,1.8823418685772437,10.28059368614315,32.83581109378773,0.02089551615059219,0.02089551615059219,2.0895516150592193,2.0895516150592193,0.7313430652707268,0.06567162218757547,19.736,1.5200000000000002,2.9231615807191558,1.4350845252893227,2.4849066497880004,0.5306282510621704,0.5306282510621704,0.9932517730102833
Nikola Vučević,31.0,73.0,73.0,33.1,7.5,15.8,0.473,1.4,4.5,0.314,6.1,11.3,0.537,0.518,1.3,1.7,0.76,1.9,9.1,11.0,3.2,1.0,1.0,1.9,2.5,17.6,2022,55.7341221347063,0.5317859972286698,1.0635719944573396,0.10759486861084265,0.28480994632281875,1.6842016620965155,10.299213844745314,33.23261835872557,0.03021147123520506,0.03021147123520506,3.021147123520506,3.021147123520506,0.7009061326567574,0.07552867808801265,21.648,1.5200000000000002,2.9231615807191558,1.4350845252893227,2.4849066497880004,0.6931471805599453,0.6931471805599453,1.0647107369924282
Noah Clowney,19.0,23.0,4.0,16.1,2.2,4.0,0.538,0.5,1.4,0.364,1.7,2.6,0.633,0.602,0.9,1.3,0.7,1.1,2.4,3.5,0.8,0.3,0.7,0.7,1.1,5.8,2024,32.74532127619796,0.6342943256904513,1.2685886513809026,0.3249991875020313,0.3499991250021875,1.1428408165597637,13.277668289703549,21.739116932225507,0.018633528799050433,0.04347823386445101,1.8633528799050434,4.347823386445102,0.5093164538407119,0.0683229389298516,6.072,0.45,1.916922612182061,0.5877866649021191,1.5040773967762742,0.26236426446749106,0.5306282510621704,0.5306282510621704
Noah Vonleh,25.0,4.0,0.0,2.8,0.0,0.8,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.5,0.5,0.0,2021,46.428405612837096,0.0,0.0,0.0,0.6249921875976551,0.5999880002399952,38.46124260582611,10.714247449116254,0.0,0.0,0.0,0.0,-0.24999910714604595,0.17857079081860422,1.6,0.06,0.0,0.26236426446749106,0.26236426446749106,0.0,0.0,0.4054651081081644
Noah Vonleh,27.0,23.0,1.0,7.4,0.5,1.0,0.458,0.0,0.2,0.25,0.4,0.9,0.5,0.479,0.1,0.1,1.0,0.8,1.3,2.1,0.3,0.1,0.3,0.5,1.5,1.1,2023,20.86483666913964,0.5268148772521336,1.0536297545042672,0.0999990000099999,0.1999980000199998,0.5999880002399952,32.38320995330341,28.37834002927023,0.013513495252033445,0.04054048575610033,1.3513495252033443,4.054048575610033,0.3918913623089698,0.20270242878050165,1.844,0.115,0.7419373447293773,0.26236426446749106,1.1314021114911006,0.09531017980432487,0.26236426446749106,0.4054651081081644
Norman Powell,30.0,76.0,3.0,26.2,4.9,10.1,0.486,2.2,5.1,0.435,2.7,5.1,0.536,0.594,1.9,2.3,0.831,0.2,2.4,2.6,1.1,0.6,0.3,0.9,1.8,13.9,2024,45.84731074530124,0.6254494011434475,1.250898802286895,0.2277225468093596,0.5049499950990147,1.2222086421261986,7.49250125499396,9.92366033448079,0.02290075461803259,0.011450377309016295,2.290075461803259,1.1450377309016295,0.4580150923606519,0.06870226385409776,13.112,0.915,2.7013612129514133,0.7419373447293773,1.2809338454620642,0.4700036292457355,0.26236426446749106,0.6418538861723948
Norman Powell,29.0,60.0,8.0,26.1,5.7,11.8,0.479,1.9,4.8,0.397,3.8,7.1,0.534,0.559,3.8,4.6,0.812,0.4,2.5,2.9,1.8,0.8,0.3,1.7,2.1,17.0,2023,59.47890441421287,0.6148722403991316,1.2297444807982632,0.3898301781100185,0.406779316288715,1.0588173010746995,10.950778825831728,11.111106853982047,0.030651329252364273,0.0114942484696366,3.0651329252364268,1.14942484696366,0.5440610942294658,0.08045973928745621,17.324,1.2100000000000002,2.8903717578961645,1.0296194171811583,1.3609765531356006,0.5877866649021191,0.26236426446749106,0.9932517730102833
Norman Powell,28.0,45.0,41.0,32.4,6.2,13.4,0.461,2.4,5.6,0.419,3.8,7.8,0.491,0.549,4.2,5.2,0.811,0.4,2.8,3.2,2.1,0.9,0.5,1.5,2.4,19.0,2022,53.04936634278817,0.60555800257649,1.21111600515298,0.38805941189596127,0.4179101358879583,1.3999906667288884,8.727013772973136,9.876540161561678,0.02777776920439222,0.015432094002440121,2.777776920439222,1.5432094002440122,0.4938270080780839,0.07407405121171258,19.288,1.37,2.995732273553991,1.1314021114911006,1.4350845252893227,0.6418538861723948,0.4054651081081644,0.9162907318741551
Norman Powell,27.0,69.0,58.0,32.0,6.3,13.3,0.477,2.5,6.0,0.411,3.9,7.3,0.532,0.57,3.4,3.9,0.871,0.6,2.5,3.1,1.9,1.2,0.3,1.7,2.3,18.6,2021,52.23748367578635,0.6193389588845506,1.2386779177691012,0.29323286223093065,0.45112748035527794,1.1176404844677383,10.16989102064428,9.687496972657195,0.03749998828125366,0.009374997070313414,3.749998828125366,0.9374997070313414,0.49687484472661103,0.0718749775390695,18.616,1.31,2.975529566236472,1.0647107369924282,1.410986973710262,0.7884573603642702,0.26236426446749106,0.9932517730102833
Norvel Pelle,28.0,3.0,0.0,6.3,1.0,1.7,0.6,0.0,0.0,,1.0,1.7,0.6,0.6,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.3,0.7,0.3,2.0,2022,38.09517762670218,0.5882318339303887,1.1764636678607774,0.0,0.0,0.0,29.166545139395254,31.74598135558515,0.0,0.04761897203337773,0.0,4.761897203337773,0.46031672965598464,0.04761897203337773,2.4,0.1,1.0986122886681098,0.0,1.0986122886681098,0.0,0.26236426446749106,0.5306282510621704
Norvel Pelle,27.0,13.0,0.0,6.5,0.6,1.2,0.533,0.0,0.0,,0.6,1.2,0.533,0.533,0.3,0.5,0.667,0.5,1.0,1.5,0.2,0.1,0.7,0.2,1.1,1.5,2021,24.92303857994065,0.5281652946106014,1.0563305892212027,0.4166631944733794,0.0,0.999950002499875,12.345602804920958,23.076887574019118,0.015384591716012747,0.10769214201208921,1.5384591716012745,10.769214201208921,0.4615377514803823,0.16923050887614022,1.8199999999999998,0.11500000000000002,0.9162907318741551,0.18232155679395465,0.9162907318741551,0.09531017980432487,0.5306282510621704,0.18232155679395465
