Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,USG%,TS%,PTS_per_TSA,FT_rate,3P_rate,AST_TO,TOV%,TRB%_approx,STL_per_min,BLK_per_min,STL%,BLK%,Raw_EFF,PF_per_min,Load,Creation_proxy,PTS_log,AST_log,TRB_log,STL_log,BLK_log,TOV_log
Cory Joseph,31.0,62.0,2.0,19.8,2.4,5.7,0.427,1.1,2.9,0.389,1.3,2.8,0.468,0.527,0.9,1.2,0.792,0.3,1.4,1.7,3.5,0.5,0.1,0.9,1.4,6.9,2023,35.999981818190996,0.5539490142116021,1.1078980284232043,0.210525946445708,0.5087710372437944,3.88884567949245,12.626244912675487,8.58585424956856,0.02525251249873106,0.005050502499746212,2.525251249873106,0.5050502499746212,0.41414120497918927,0.07070703499644697,10.628,1.0450000000000002,2.066862759472976,1.5040773967762742,0.9932517730102833,0.4054651081081644,0.09531017980432487,0.6418538861723948
Craig Porter Jr.,23.0,51.0,6.0,12.7,2.3,4.5,0.509,0.2,0.7,0.353,2.0,3.8,0.536,0.535,0.8,1.1,0.732,0.4,1.7,2.1,2.3,0.4,0.3,0.9,0.8,5.6,2024,46.330672180573096,0.5617966256086966,1.1235932512173932,0.24444390123577509,0.1555552098773114,2.555527160809324,15.295691203787893,16.535420050850355,0.03149603819209592,0.023622028644071934,3.1496038192095916,2.3622028644071937,0.5748026970057504,0.06299207638419184,8.184,0.74,1.8870696490323797,1.1939224684724346,1.1314021114911006,0.33647223662121295,0.26236426446749106,0.6418538861723948
Craig Sword,28.0,3.0,0.0,6.3,1.0,1.3,0.75,0.0,0.3,0.0,1.0,1.0,1.0,0.75,0.0,0.0,,0.0,0.0,0.0,0.3,1.3,0.0,0.3,2.3,2.0,2022,25.39678508446812,0.7692248521165221,1.5384497042330443,0.0,0.23076745563495663,0.9999666677777407,18.749882813232414,0.0,0.2063488788113035,0.0,20.63488788113035,0.0,0.47618972033377727,0.36507878558922924,1.9000000000000001,0.16,1.0986122886681098,0.26236426446749106,0.0,0.832909122935104,0.0,0.26236426446749106
Cristiano Felício,28.0,18.0,0.0,4.7,0.4,0.7,0.538,0.0,0.1,0.0,0.4,0.6,0.636,0.538,0.5,0.9,0.563,0.6,0.9,1.4,0.5,0.2,0.0,0.2,0.6,1.3,2021,27.57440941615018,0.5930602822966943,1.1861205645933885,1.285695918629734,0.14285510206997046,2.4998750062496873,15.431979691514725,29.78717066559433,0.04255310095084904,0.0,4.255310095084904,0.0,0.5319137618856131,0.12765930285254712,1.796,0.165,0.832909122935104,0.4054651081081644,0.8754687373538999,0.18232155679395465,0.0,0.18232155679395465
D'Angelo Russell,27.0,76.0,69.0,32.7,6.5,14.2,0.456,3.0,7.2,0.415,3.5,7.0,0.497,0.56,2.1,2.5,0.828,0.4,2.7,3.1,6.3,0.9,0.5,2.1,2.1,18.0,2024,53.21099290183702,0.5882349096503859,1.1764698193007719,0.1760562140449197,0.5070418964493687,2.9999857143537407,12.068958581058288,9.480119425039929,0.027522927363019152,0.015290515201677306,2.752292736301915,1.5290515201677306,0.5688071655023959,0.06422016384704468,23.7,2.16,2.9444389791664403,1.9878743481543455,1.410986973710262,0.6418538861723948,0.4054651081081644,1.1314021114911006
D'Angelo Russell,25.0,65.0,65.0,32.0,6.2,15.0,0.411,2.7,8.0,0.34,3.5,7.0,0.492,0.502,3.0,3.7,0.825,0.4,2.9,3.3,7.1,1.0,0.3,2.5,2.0,18.1,2022,59.77498132031833,0.5442623621227075,1.088524724245415,0.24666650222233186,0.5333329777780148,2.8399886400454397,13.06983842020158,10.312496777344757,0.03124999023437805,0.009374997070313414,3.124999023437805,0.9374997070313414,0.5562498261719293,0.0624999804687561,26.228,2.325,2.9496883350525844,2.0918640616783932,1.4586150226995167,0.6931471805599453,0.26236426446749106,1.252762968495368
D'Angelo Russell,26.0,71.0,71.0,32.5,6.3,13.4,0.469,2.7,6.9,0.396,3.5,6.5,0.548,0.572,2.5,3.0,0.829,0.5,2.5,3.0,6.2,1.0,0.4,2.6,2.0,17.8,2023,53.29229129467959,0.6046191544706832,1.2092383089413663,0.22388042993997767,0.5149249888619486,2.3846062130530266,15.011538676940718,9.230766390533418,0.030769221301778057,0.012307688520711223,3.0769221301778056,1.2307688520711224,0.5599998276923606,0.061538442603556114,23.520000000000003,2.1300000000000003,2.9338568698359038,1.9740810260220096,1.3862943611198906,0.6931471805599453,0.33647223662121295,1.2809338454620642
D'Angelo Russell,24.0,42.0,26.0,28.5,6.7,15.5,0.431,2.9,7.4,0.387,3.8,8.1,0.471,0.523,2.7,3.5,0.765,0.4,2.3,2.6,5.8,1.1,0.4,2.7,1.6,19.0,2021,69.26313359188295,0.5575114099111445,1.115022819822289,0.22580630593141554,0.47741904682642144,2.1481401920733623,13.677804621172939,9.122803816560065,0.03859647768544643,0.014035082794707792,3.8596477685446433,1.4035082794707792,0.5824559359803734,0.05614033117883117,25.54,2.11,2.995732273553991,1.916922612182061,1.2809338454620642,0.7419373447293773,0.33647223662121295,1.308332819650179
D'Moi Hodge,25.0,7.0,0.0,5.9,0.7,2.1,0.333,0.4,1.7,0.25,0.3,0.4,0.667,0.433,0.1,0.3,0.5,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.6,2.0,2024,39.5253567366835,0.4480266665471928,0.8960533330943856,0.14285646258827336,0.8095199546668824,6.999300069993,4.288146277245809,0.0,0.016949123815044383,0.016949123815044383,1.6949123815044382,1.6949123815044382,0.20338948578053262,0.10169474289026628,3.0320000000000005,0.24,1.0986122886681098,0.5306282510621704,0.0,0.09531017980432487,0.09531017980432487,0.09531017980432487
D.J. Augustin,33.0,57.0,12.0,19.8,2.4,6.0,0.394,1.5,3.8,0.382,0.9,2.2,0.413,0.515,1.5,1.6,0.904,0.4,1.3,1.6,3.3,0.5,0.0,1.1,1.0,7.7,2021,39.41412150801944,0.5742831529189247,1.1485663058378495,0.266666222222963,0.633332277779537,2.9999727275206585,14.095317663611402,8.08080399959394,0.02525251249873106,0.0,2.525251249873106,0.0,0.41919170747893575,0.05050502499746212,11.104,1.045,2.1633230256605382,1.4586150226995167,0.9555114450274363,0.4054651081081644,0.0,0.7419373447293773
D.J. Augustin,34.0,55.0,2.0,16.1,1.7,4.0,0.423,1.2,3.0,0.415,0.5,1.1,0.448,0.577,0.7,0.8,0.884,0.2,1.0,1.2,1.9,0.3,0.0,1.0,0.7,5.3,2022,33.24221537750598,0.6089140420173667,1.2178280840347333,0.19999950000125002,0.7499981250046875,1.899981000189998,18.6845689750206,7.453411519620174,0.018633528799050433,0.0,1.8633528799050434,0.0,0.32919234211655773,0.04347823386445101,7.252000000000001,0.645,1.840549633397487,1.0647107369924282,0.7884573603642702,0.26236426446749106,0.0,0.6931471805599453
D.J. Carton,23.0,4.0,0.0,9.0,0.8,2.0,0.375,0.3,1.0,0.25,0.5,1.0,0.5,0.438,1.0,1.3,0.8,0.5,0.5,1.0,0.8,0.3,0.0,0.3,0.8,2.8,2024,31.911075654360385,0.5443213673352747,1.0886427346705494,0.6499967500162499,0.49999750001249993,2.666577780740642,10.445646080619497,11.111098765445817,0.033333296296337446,0.0,3.333329629633745,0.0,0.34444406172882025,0.08888879012356654,3.6719999999999997,0.30000000000000004,1.33500106673234,0.5877866649021191,0.6931471805599453,0.26236426446749106,0.0,0.26236426446749106
D.J. Wilson,27.0,2.0,0.0,7.5,2.0,3.0,0.667,1.0,1.0,1.0,1.0,2.0,0.5,0.833,0.0,0.0,,0.5,0.5,1.0,1.0,0.0,1.0,0.0,0.5,5.0,2024,39.99994666673778,0.8333305555648147,1.6666611111296294,0.0,0.3333322222259259,99999.99999999999,0.0,13.33331555557926,0.0,0.1333331555557926,0.0,13.33331555557926,0.9333320888905482,0.0666665777778963,4.0,0.45,1.791759469228055,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.0
D.J. Wilson,24.0,35.0,1.0,12.4,1.9,4.8,0.405,0.9,2.5,0.345,1.1,2.3,0.469,0.494,0.5,0.7,0.68,0.6,2.6,3.2,0.7,0.3,0.5,0.6,1.3,5.2,2021,46.0322209417573,0.5090044851125978,1.0180089702251955,0.14583302951452184,0.5208322482661495,1.166647222546291,10.511544303531355,25.80643080126548,0.02419352887618639,0.04032254812697732,2.419352887618639,4.032254812697731,0.4999995967745188,0.10483862513014103,6.4079999999999995,0.4,1.824549292051046,0.5306282510621704,1.4350845252893227,0.26236426446749106,0.4054651081081644,0.4700036292457355
D.J. Wilson,25.0,4.0,1.0,13.5,2.8,3.8,0.733,0.0,0.5,0.0,2.8,3.3,0.846,0.733,2.0,2.5,0.8,0.3,3.8,4.0,1.3,1.3,0.3,0.5,1.5,7.5,2022,39.99997037039232,0.7653045606029375,1.530609121205875,0.6578930055447223,0.13157860110894445,2.5999480010399796,9.259242112514606,29.62960768177209,0.09629622496575929,0.022222205761329064,9.629622496575928,2.222220576132907,0.9185178381349349,0.11111102880664533,6.7,0.635,2.1400661634962708,0.832909122935104,1.6094379124341003,0.832909122935104,0.26236426446749106,0.4054651081081644
DaQuan Jeffries,23.0,31.0,5.0,15.9,1.6,3.9,0.417,0.6,2.2,0.299,1.0,1.7,0.566,0.5,0.2,0.3,0.875,0.6,1.7,2.3,0.7,0.5,0.3,0.5,1.5,4.1,2021,28.50312672759325,0.5084312786922651,1.0168625573845302,0.07692287968492388,0.5641011176894418,1.399972000559989,11.032632319875729,14.465399707295779,0.03144652110281692,0.018867912661690148,3.1446521102816916,1.886791266169015,0.31446521102816916,0.09433956330845075,5.232,0.345,1.62924053973028,0.5306282510621704,1.1939224684724346,0.4054651081081644,0.26236426446749106,0.4054651081081644
DaQuan Jeffries,24.0,3.0,0.0,3.0,0.3,0.7,0.5,0.0,0.3,0.0,0.3,0.3,1.0,0.5,0.0,0.0,,0.0,0.7,0.7,0.3,0.0,0.0,0.0,0.3,0.7,2022,23.333255555814812,0.49999285724489656,0.9999857144897931,0.0,0.42856530620991135,29999.999999999996,0.0,23.333255555814812,0.0,0.0,0.0,0.0,0.4333318888937037,0.09999966666777776,1.0,0.095,0.5306282510621704,0.26236426446749106,0.5306282510621704,0.0,0.0,0.0
DaQuan Jeffries,26.0,17.0,0.0,2.7,0.4,1.0,0.353,0.1,0.6,0.2,0.2,0.4,0.571,0.412,0.0,0.1,0.0,0.0,0.3,0.3,0.3,0.0,0.1,0.2,0.1,0.8,2024,46.0739034299873,0.38313809254700626,0.7662761850940125,0.0999990000099999,0.5999940000599994,1.4999250037498122,16.077041181340984,11.111069959000151,0.0,0.03703689986333384,0.0,3.7036899863333836,0.22222139918000314,0.03703689986333384,1.544,0.1,0.5877866649021191,0.26236426446749106,0.26236426446749106,0.0,0.09531017980432487,0.18232155679395465
Daishen Nix,19.0,24.0,0.0,10.9,1.1,2.8,0.403,0.3,1.1,0.269,0.8,1.7,0.488,0.455,0.7,1.3,0.533,0.3,1.1,1.4,1.7,0.6,0.0,1.1,0.9,3.2,2022,41.02748529588504,0.4744944410010647,0.9489888820021294,0.464284056128371,0.3928557398009293,1.5454404959954906,24.597440524506887,12.844024913738611,0.055045821058879764,0.0,5.504582105887977,0.0,0.32110062284346524,0.08256873158831965,6.172000000000001,0.5,1.4350845252893227,0.9932517730102833,0.8754687373538999,0.4700036292457355,0.0,0.7419373447293773
Daishen Nix,20.0,57.0,7.0,16.0,1.4,4.2,0.342,0.7,2.5,0.286,0.7,1.7,0.423,0.426,0.4,0.6,0.667,0.3,1.4,1.7,2.3,0.5,0.1,1.5,1.0,4.0,2023,37.274976703139565,0.4480276701889109,0.8960553403778218,0.1428568027218983,0.5952366780079096,1.5333231111792587,25.150863261463343,10.62499335937915,0.031249980468762206,0.006249996093752442,3.124998046876221,0.6249996093752441,0.25624983984385,0.06249996093752441,8.264,0.6599999999999999,1.6094379124341003,1.1939224684724346,0.9932517730102833,0.4054651081081644,0.09531017980432487,0.9162907318741551
Daishen Nix,21.0,15.0,0.0,3.3,0.6,1.6,0.375,0.4,1.1,0.353,0.2,0.5,0.429,0.5,0.2,0.4,0.5,0.1,0.1,0.2,0.4,0.3,0.0,0.3,0.1,1.8,2024,62.90890027605977,0.506753903412706,1.013507806825412,0.24999843750976555,0.6874957031518553,1.333288890370321,14.450797443172238,6.0605876951888025,0.09090881542783204,0.0,9.090881542783205,0.0,0.3636352617113281,0.030302938475944015,2.476,0.17000000000000004,1.0296194171811583,0.33647223662121295,0.18232155679395465,0.26236426446749106,0.0,0.26236426446749106
Dakota Mathias,26.0,6.0,0.0,2.7,0.3,1.0,0.333,0.3,1.0,0.333,0.0,0.0,,0.5,0.0,0.0,,0.0,0.3,0.3,0.2,0.2,0.0,0.0,0.2,1.0,2022,37.036899863333836,0.49999500004999947,0.9999900000999989,0.0,0.9999900000999989,20000.0,0.0,11.111069959000151,0.07407379972666768,0.0,7.407379972666767,0.0,0.3703689986333384,0.07407379972666768,1.2,0.09000000000000001,0.6931471805599453,0.18232155679395465,0.26236426446749106,0.18232155679395465,0.0,0.0
Dakota Mathias,25.0,8.0,2.0,15.4,2.4,6.0,0.396,1.0,3.3,0.308,1.4,2.8,0.5,0.479,0.3,0.8,0.333,0.1,0.8,0.9,1.6,0.1,0.4,0.1,0.9,6.0,2021,41.896076690859296,0.4722914479038918,0.9445828958077837,0.1333331111114815,0.5499990833348611,15.998400159984001,1.5499046033716626,5.844152049251916,0.006493502276946574,0.025974009107786297,0.6493502276946573,2.5974009107786293,0.31168810929343554,0.05844152049251916,8.052,0.6200000000000001,1.9459101490553132,0.9555114450274363,0.6418538861723948,0.09531017980432487,0.33647223662121295,0.09531017980432487
Dalano Banton,22.0,64.0,1.0,10.9,1.3,3.2,0.411,0.2,0.8,0.255,1.1,2.4,0.464,0.443,0.4,0.7,0.591,0.6,1.3,1.9,1.5,0.4,0.2,0.8,1.1,3.2,2022,39.522899520275665,0.4560990419069501,0.9121980838139002,0.21874931640838619,0.24999921875244138,1.874976562792965,18.57005902957514,17.431176668645257,0.036697214039253176,0.018348607019626588,3.6697214039253176,1.8348607019626588,0.3853207474121584,0.10091733860794624,5.808,0.4600000000000001,1.4350845252893227,0.9162907318741551,1.0647107369924282,0.33647223662121295,0.18232155679395465,0.5877866649021191
Dalano Banton,23.0,31.0,2.0,9.0,1.8,4.2,0.423,0.5,1.6,0.294,1.3,2.5,0.506,0.481,0.5,0.8,0.708,0.4,1.1,1.5,1.2,0.4,0.4,0.6,1.1,4.6,2023,57.244380839576856,0.5052712977344074,1.0105425954688148,0.19047573696253106,0.3809514739250621,1.9999666672222132,11.6459401282218,16.666648148168726,0.04444439506178327,0.04444439506178327,4.444439506178327,4.444439506178327,0.5333327407413991,0.122222086419904,6.352,0.47,1.7227665977411035,0.7884573603642702,0.9162907318741551,0.33647223662121295,0.33647223662121295,0.4700036292457355
Dalano Banton,24.0,54.0,9.0,19.4,3.7,9.3,0.404,1.1,3.7,0.296,2.6,5.6,0.475,0.463,1.7,2.2,0.783,0.8,2.5,3.3,2.4,0.6,0.4,1.4,1.2,10.3,2024,60.1442988946913,0.5015577507228762,1.0031155014457525,0.2365588854205533,0.39784903457093057,1.714273469475218,11.9986184447905,17.010300510154376,0.030927819109371594,0.020618546072914398,3.0927819109371595,2.0618546072914397,0.48969046923171683,0.06185563821874319,14.068000000000001,0.995,2.424802725718295,1.2237754316221157,1.4586150226995167,0.4700036292457355,0.33647223662121295,0.8754687373538999
Dalen Terry,20.0,38.0,0.0,5.6,0.8,1.9,0.444,0.2,0.7,0.259,0.7,1.2,0.556,0.493,0.4,0.6,0.667,0.3,0.7,1.0,0.6,0.3,0.1,0.2,0.6,2.2,2023,42.21421033176727,0.5083155807967616,1.0166311615935233,0.3157878116430966,0.3684191135836127,2.9998500074996244,8.460201098980123,17.8571109694447,0.053571332908334095,0.0178571109694447,5.35713329083341,1.78571109694447,0.4821419961750069,0.10714266581666819,2.964,0.23,1.1631508098056809,0.4700036292457355,0.6931471805599453,0.26236426446749106,0.09531017980432487,0.18232155679395465
Dalen Terry,21.0,59.0,2.0,11.5,1.2,2.7,0.439,0.3,1.3,0.23,0.9,1.4,0.627,0.494,0.4,0.7,0.581,0.5,1.4,1.9,1.4,0.5,0.3,0.5,1.4,3.1,2024,30.504321300590174,0.5152908401235369,1.0305816802470738,0.25925829904333686,0.4814796982233399,2.799944001119978,14.25309505959219,16.521724763717597,0.04347822306241473,0.026086933837448836,4.347822306241473,2.6086933837448836,0.4260865860116644,0.12173902457476124,4.9079999999999995,0.435,1.410986973710262,0.8754687373538999,1.0647107369924282,0.4054651081081644,0.26236426446749106,0.4054651081081644
Damian Jones,25.0,39.0,10.0,14.0,1.8,2.6,0.68,0.0,0.1,0.2,1.8,2.5,0.704,0.684,1.1,1.5,0.724,0.9,2.2,3.1,0.7,0.3,0.7,0.7,2.0,4.7,2021,28.285694081647087,0.7208566844886979,1.4417133689773958,0.5769208579967,0.038461390533113336,0.9999857144897931,17.676723038578185,22.14284132654191,0.02142855612245991,0.049999964285739794,2.142855612245991,4.999996428573979,0.5428567551023177,0.1428570408163994,4.66,0.375,1.7404661748405046,0.5306282510621704,1.410986973710262,0.26236426446749106,0.5306282510621704,0.5306282510621704
Damian Jones,27.0,41.0,1.0,11.6,1.3,2.1,0.64,0.2,0.4,0.588,1.1,1.7,0.652,0.698,0.5,0.7,0.759,1.0,2.0,3.0,0.4,0.2,0.5,0.6,1.3,3.5,2023,25.93101212843782,0.7267411680184053,1.4534823360368105,0.33333174603930454,0.19047528345103118,0.6666555557407378,19.94674219833046,25.862046670649423,0.017241364447099616,0.04310341111774904,1.7241364447099616,4.310341111774904,0.5172409334129886,0.1120688689061475,3.408,0.255,1.5040773967762742,0.33647223662121295,1.3862943611198906,0.18232155679395465,0.4054651081081644,0.4700036292457355
Damian Jones,28.0,39.0,0.0,6.9,1.1,1.8,0.597,0.1,0.4,0.214,1.0,1.5,0.69,0.618,0.5,0.5,0.857,0.5,1.1,1.6,0.4,0.2,0.3,0.3,0.7,2.7,2024,33.62313967660916,0.6683135232003802,1.3366270464007604,0.27777623457647455,0.22222098766117965,1.333288890370321,12.93097874578127,23.18837219076494,0.028985465238456177,0.04347819785768426,2.8985465238456176,4.347819785768427,0.6086947700075799,0.10144912833459661,2.7199999999999998,0.21500000000000002,1.308332819650179,0.33647223662121295,0.9555114450274363,0.18232155679395465,0.26236426446749106,0.26236426446749106
Damian Jones,26.0,56.0,15.0,18.2,3.1,4.8,0.658,0.2,0.5,0.345,2.9,4.2,0.696,0.677,1.7,2.3,0.718,1.3,3.1,4.4,1.2,0.5,0.8,1.1,2.3,8.1,2022,37.9780011109884,0.6968329373142855,1.393665874628571,0.4791656684048575,0.1041664496532299,1.0908991736438758,15.914328827649271,24.1758108924116,0.027472512377740455,0.04395601980438473,2.7472512377740452,4.395601980438473,0.6373622871635786,0.12637355693760607,8.112,0.645,2.2082744135228043,0.7884573603642702,1.6863989535702288,0.4054651081081644,0.5877866649021191,0.7419373447293773
Damian Lillard,33.0,73.0,73.0,35.3,7.4,17.5,0.424,3.0,8.5,0.354,4.4,9.0,0.49,0.51,6.5,7.0,0.92,0.5,3.9,4.4,7.0,1.0,0.2,2.6,1.8,24.3,2024,65.66570377742103,0.5903787218762285,1.180757443752457,0.399999771428702,0.4857140081634239,2.692297337317933,11.216561166280774,12.46458570408337,0.02832860387291675,0.0056657207745833505,2.832860387291675,0.566572077458335,0.6713879117881271,0.05099148697125015,30.18,2.615,3.2308043957334744,2.0794415416798357,1.6863989535702288,0.6931471805599453,0.18232155679395465,1.2809338454620642
Damian Lillard,30.0,67.0,67.0,35.8,9.0,19.9,0.451,4.1,10.5,0.391,4.9,9.4,0.519,0.554,6.7,7.2,0.928,0.5,3.7,4.2,7.5,0.9,0.3,3.0,1.5,28.8,2021,72.8156221185413,0.624241102721908,1.248482205443816,0.36180886341263147,0.5276379258100876,2.499991666694444,11.50835832884827,11.731840298368631,0.025139657782218498,0.008379885927406166,2.51396577822185,0.8379885927406165,0.762569619393961,0.041899429637030826,33.568,2.9400000000000004,3.3945083935113587,2.1400661634962708,1.6486586255873816,0.6418538861723948,0.26236426446749106,1.3862943611198906
Damian Lillard,32.0,58.0,58.0,36.3,9.6,20.7,0.463,4.2,11.3,0.371,5.4,9.4,0.574,0.564,8.8,9.6,0.914,0.8,4.0,4.8,7.3,0.9,0.3,3.3,1.9,32.2,2023,77.75204469640641,0.6459634705651298,1.2919269411302596,0.46376789189956913,0.5458934560901179,2.212114508743913,11.692172728113404,13.223136853130343,0.024793381599619396,0.008264460533206465,2.4793381599619395,0.8264460533206465,0.8347105138538528,0.052341583376974275,35.523999999999994,3.0700000000000003,3.502549875922443,2.1162555148025524,1.7578579175523736,0.6418538861723948,0.26236426446749106,1.4586150226995167
Damian Lillard,31.0,29.0,29.0,36.4,7.7,19.0,0.402,3.2,9.8,0.324,4.5,9.2,0.485,0.486,5.5,6.2,0.878,0.4,3.7,4.1,7.3,0.6,0.4,2.9,1.3,24.0,2022,67.65932207161482,0.5522825145975172,1.1045650291950344,0.3263156177286223,0.5157892022162094,2.517232699197589,11.775210420980015,11.263733169304071,0.016483511955079133,0.010989007970052755,1.6483511955079133,1.0989007970052755,0.5906591783903355,0.035714275902671455,31.928,2.66,3.2188758248682006,2.1162555148025524,1.62924053973028,0.4700036292457355,0.33647223662121295,1.3609765531356006
Damion Lee,28.0,57.0,1.0,18.9,2.2,4.8,0.467,1.4,3.4,0.397,0.9,1.4,0.638,0.608,0.7,0.8,0.909,0.4,2.8,3.2,1.3,0.7,0.1,0.5,1.6,6.5,2021,29.904746082144936,0.6308217569453476,1.2616435138906952,0.16666631944516785,0.7083318576419633,2.5999480010399796,8.846410392055216,16.931207972905835,0.03703701744073151,0.005291002491533074,3.7037017440731517,0.5291002491533073,0.4550262142718443,0.08465603986452919,6.952,0.585,2.0149030205422647,0.832909122935104,1.4350845252893227,0.5306282510621704,0.09531017980432487,0.4054651081081644
Damion Lee,30.0,74.0,5.0,20.4,2.7,6.1,0.442,1.5,3.3,0.445,1.2,2.8,0.439,0.564,1.3,1.4,0.904,0.5,2.5,3.0,1.3,0.4,0.1,1.1,1.6,8.2,2023,38.313706708967295,0.6104815210221546,1.2209630420443092,0.22950782047898283,0.5409827197004595,1.1818074381141987,14.073676978407146,14.705875144178853,0.019607833525571803,0.004901958381392951,1.9607833525571803,0.49019583813929507,0.411764504037008,0.07843133410228721,9.116,0.6699999999999999,2.2192034840549946,0.832909122935104,1.3862943611198906,0.33647223662121295,0.09531017980432487,0.7419373447293773
Damion Lee,29.0,63.0,5.0,19.9,2.7,6.1,0.441,1.0,3.0,0.337,1.7,3.1,0.541,0.523,1.0,1.2,0.88,0.4,2.8,3.2,1.0,0.6,0.1,0.6,1.5,7.4,2022,36.321589788145836,0.55823693687849,1.11647387375698,0.19672098898198528,0.4918024724549632,1.6666388893518442,8.301039981959073,16.08039392945029,0.03015073861771929,0.005025123102953216,3.015073861771929,0.5025123102953215,0.40703497133921057,0.07537684654429823,8.228,0.5700000000000001,2.128231705849268,0.6931471805599453,1.4350845252893227,0.4700036292457355,0.09531017980432487,0.4700036292457355
Damyean Dotson,27.0,2.0,0.0,10.5,1.0,2.0,0.5,0.0,0.5,0.0,1.0,1.5,0.667,0.5,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0,2022,19.047600907046757,0.49999750001249993,0.9999950000249999,0.0,0.24999875000624996,49999.99999999999,0.0,9.523800453523378,0.0,0.0,0.0,0.0,0.23809501133808444,0.0,2.5,0.2,1.0986122886681098,0.4054651081081644,0.6931471805599453,0.0,0.0,0.0
Damyean Dotson,26.0,46.0,7.0,19.7,2.6,6.4,0.406,1.0,3.5,0.289,1.6,2.9,0.545,0.485,0.5,0.8,0.667,0.1,1.9,2.0,2.0,0.3,0.1,0.9,0.9,6.7,2021,38.842619876842704,0.49614855428235444,0.9922971085647089,0.12499980468780518,0.5468741455091476,2.222197531138543,11.761615575515451,10.152279110518219,0.015228418665777328,0.00507613955525911,1.5228418665777328,0.5076139555259109,0.3096445128708056,0.04568525599733198,9.652000000000001,0.7350000000000001,2.0412203288596382,1.0986122886681098,1.0986122886681098,0.26236426446749106,0.09531017980432487,0.6418538861723948
Daniel Gafford,22.0,54.0,11.0,14.6,2.9,4.2,0.684,0.0,0.0,,2.9,4.2,0.684,0.684,1.3,2.0,0.667,1.7,2.5,4.3,0.5,0.5,1.4,0.8,1.8,7.0,2021,40.27394501784588,0.6889750217027132,1.3779500434054264,0.47618934240632765,0.0,0.6249921875976551,13.605419038402998,29.452034621894096,0.03424655188592337,0.09589034528058542,3.424655188592337,9.589034528058543,0.7465748311131294,0.12328758678932412,6.38,0.45000000000000007,2.0794415416798357,0.4054651081081644,1.667706820558076,0.4054651081081644,0.8754687373538999,0.5877866649021191
Daniel Gafford,25.0,74.0,66.0,24.5,4.7,6.5,0.725,0.0,0.0,,4.7,6.5,0.725,0.725,1.6,2.4,0.674,2.6,5.0,7.6,1.6,0.9,2.1,1.0,3.1,11.0,2024,34.92243472553685,0.7278973955831186,1.4557947911662372,0.3692302011843059,0.0,1.5999840001599983,11.687690874601595,31.02039550187939,0.036734678883804536,0.08571425072887726,3.6734678883804537,8.571425072887726,0.799999673469521,0.1265305605997712,10.156,0.8700000000000001,2.4849066497880004,0.9555114450274363,2.151762203259462,0.6418538861723948,1.1314021114911006,0.6931471805599453
Daniel Gafford,23.0,72.0,53.0,20.1,4.0,5.7,0.693,0.0,0.0,0.0,4.0,5.7,0.695,0.693,1.5,2.1,0.699,2.2,3.5,5.7,0.9,0.4,1.4,0.9,2.4,9.4,2022,37.432817197603384,0.7095399916364861,1.4190799832729721,0.368420406279989,0.0,0.9999888890123444,11.961706589969975,28.358194846669228,0.019900487611697704,0.06965170664094196,1.9900487611697704,6.965170664094197,0.7263677978269661,0.11940292567018622,8.424000000000001,0.65,2.341805806147327,0.6418538861723948,1.9021075263969205,0.33647223662121295,0.8754687373538999,0.6418538861723948
Daniel Gafford,24.0,78.0,47.0,20.6,3.7,5.1,0.732,0.0,0.0,,3.7,5.1,0.732,0.732,1.6,2.4,0.679,2.1,3.5,5.6,1.1,0.4,1.3,1.1,2.4,9.0,2023,35.2232838721923,0.730992964598823,1.461985929197646,0.47058731257389697,0.0,0.9999909091735529,15.15984680285722,27.184452823081152,0.019417466302200825,0.06310676548215267,1.9417466302200823,6.310676548215268,0.684465687152579,0.11650479781320494,8.356,0.67,2.302585092994046,0.7419373447293773,1.8870696490323797,0.33647223662121295,0.832909122935104,0.7419373447293773
Daniel Oturu,22.0,3.0,0.0,9.0,1.0,2.0,0.5,0.0,0.3,0.0,1.0,1.7,0.6,0.5,1.0,1.7,0.6,0.3,1.3,1.7,0.0,0.0,0.7,0.0,0.3,3.0,2022,30.533299407445107,0.5458495420322341,1.0916990840644683,0.8499957500212498,0.14999925000374997,0.0,0.0,18.88886790125789,0.0,0.07777769135812071,0.0,7.777769135812072,0.41111065432149524,0.033333296296337446,2.748,0.15000000000000002,1.3862943611198906,0.0,0.9932517730102833,0.0,0.5306282510621704,0.0
